id;tipo_cuenta_ca_pesos;tipo_cuenta_ca_dolar;tipo_cuenta_cc_pesos;sexocodi;estcivil;edad;plataforma_emp_um;usa_plataforma_u3m;ingr_prom_u6m;capita;grupo_cliente;subgrupo;relacion;fum;segmento_sueldos;segmento_bancas;es_capita;tiene_i_cbesa;tiene_i_cs;tiene_i_pr_hip;tiene_i_pr_pers;tiene_i_prep;tiene_i_se_patr;tiene_i_visa;tiene_i_tj_soc;tiene_e_ac_cc;tiene_e_fact;saldo_computo_sist_fci;tiene_e_liq_com;tiene_i_seg_vida;tiene_e_tc_agro;tiene_e_tc_corpo;tiene_e_tc_flota;saldo_computo_sist_2;saldo_computo_sist_ca_p;saldo_computo_cj;cross_empr;cross_ind;saldo_computo_sist_cc_p;saldo_computo_sist_cc_mb;transferencia_recibida;extraccion;cobro;transferencia_enviada;operatoria;pago;acreditacion;deposito;rescate;suscripcion;levantamiento;credito_acreditacion_haberes;credito_pago_bonificacion_por_promocion;credito_pago_programa_social;debito_transferencia_enviada_homebanking;credito_transferencia_recibida_simple;credito_transferencia_recibida_homebanking;debito_transferencia_enviada_atm_no_propio;credito_pago_cheque_pago_diferido;debito_operatoria_int._sldo_deudor;credito_transferencia_recibida_modo;debito_cobro_deuda_bancor;credito_rescate_titulos_fci;debito_cobro_locacion_caja_de_seguridad;credito_transferencia_recibida_ach;debito_extraccion_back_office_por_cierre_de_cuenta;debito_cobro_plazo_fijo;credito_pago_prestamo;debito_cobro_transporte;credito_pago_plazo_fijo;debito_transferencia_enviada_otras;credito_transferencia_recibida_atm;credito_deposito_atm_propio;debito_operatoria_resumen;credito_transferencia_recibida_debin;credito_pago_honorarios;credito_pago_fondo_compensador;credito_deposito_atm_no_propio;credito_operatoria_impuesto;debito_transferencia_enviada_ach;debito_transferencia_enviada_debin;debito_cobro_compras_en_el_exterior;credito_transferencia_recibida_credin;debito_pago_atm_no_propio;debito_transferencia_enviada_modo;credito_pago_titulos_fci;debito_transferencia_enviada_cuenta_vinculada;credito_operatoria_intereses;credito_deposito_intersucursal;credito_pago_liquidacion_caja_jubilaciones;credito_levantamiento__embargo;debito_operatoria_impuesto;debito_cobro_otros_servicios;credito_operatoria_ajuste;debito_operatoria_intereses;debito_operatoria_adelanto_de_haberes;credito_pago_seguro_desempleo;debito_cobro_tarjeta_credito;credito_transferencia_recibida_proveedor;credito_pago_liquidacion_comercio;credito_operatoria_cancelacion_adel_hab;debito_cobro_agencia_loteria;debito_cobro_compras;debito_cobro_prestamo;debito_extraccion_atm_propio;credito_deposito_cheque;debito_extraccion_efectivo;debito_transferencia_enviada_simple;debito_operatoria_custodia;debito_cobro_seguros;debito_transferencia_enviada_ipj;debito_extraccion_atm_no_propio;debito_operatoria_ajuste;debito_operatoria_mantenimiento;debito_suscripcion_titulos_fci;debito_operatoria_comision;credito_deposito_en_efectivo;credito_acreditacion_plan_social;debito_cobro_titulos_fci;debito_cobro_liquidacion_a_comercio;debito_cobro_cheque;credito_transferencia_recibida_mep;debito_operatoria_gastos;debito_cobro_embargo;
39;;;;M;Soltero/a;70;0;SI;5000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;;;;M;Soltero/a;70;0;NO;5000;NO;I6;Con producto  Social;TIT;20241117;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Acreditacion Admin Publica / Otra;;Adelanto de Haberes;M;Soltero/a;63;0;SI;829408;PROPIA;I4;Sueldo;TIT;20241130;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;1,00;0,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;297098.32;0,00;1,00;8,00;0,00;497,00;1,00;7,00;25,00;12,00;7,00;;3,00;;;;;1973208.83;;;466083.01;;300000,00;;;;;;;;;;;;;;;;;;;;;;;;43000,00;;;;;;;36.32;;;;10779,00;83800,00;;;;;356348.68;;;;;454537.74;595375.3;175000,00;;;;;71468,00;;;;49900,00;;;;;;;;;;;
42;Cuenta de la Seguridad Social;;Adelanto de Haberes;M;Soltero/a;63;0;SI;602945;PROPIA;I4;Sueldo;TIT;20241130;JUBILADOS ANSES;JUBILADOS ANSES;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2741.82;0,00;1,00;4,00;0,00;0,00;4,00;7,00;12,00;;9,00;;1,00;;;;;;;;;;30000,00;;;;;120026,00;;;;;;;;;;;;;;;;;;;;;150400,00;;;;;0.3;;;;3523.66;16995,00;;5879.34;87594,00;;295273.5;;;87594,00;;2000,00;53062.23;226000,00;;;;;;;;;10900,00;;;;634236.19;;;;;;;
43;Caja Ahorro Comun;;;M;Soltero/a;63;0;SI;5000;NO;I8;Publico General;TIT;20241128;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;126677.54;0,00;0,00;2,00;0,00;0,00;15,00;;21,00;8,00;2,00;;;;;;;;;;;;327500,00;;;;;;;;;;;;1880,00;;;;;62905.93;;;;;;;330600,00;;426000,00;;;;;9.01;;;;;;;;;;;;;;;147531.13;;;;;;;;;;;;;;;;;;;;;;
44;Acreditacion Admin Publica / Otra;;;M;Soltero/a;63;0;NO;5000;NO;I8;Publico General;TIT;20211012;SUELDO ADM PUBL RESTO;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;63.97;0,00;0,00;2,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Fondo Desempleo;;;M;Soltero/a;63;0;NO;5000;NO;I8;Publico General;TIT;20170103;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36288.07;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1109.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;;;;M;Soltero/a;63;0;NO;3100;NO;I8;Publico General;TIT;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Acreditacion Admin Publica / Otra;;;M;Conviviente;63;0;SI;1389542;PROPIA;I4;Sueldo;TIT;20241121;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;265375.14;0,00;0,00;3,00;0,00;0,00;1,00;;1,00;3,00;1,00;;1,00;;;;;1563946.77;;;1400000,00;;;;;;;;;;622080,00;;;;;;;;;;;;;;;;700000,00;;;;;;;26.43;;;;;121350,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Plan Primer paso;;;M;Soltero/a;63;0;NO;117896;NO;I5;Monotributista;TIT;20190920;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5086.17;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;;;;M;Soltero/a;63;0;NO;5000;NO;I6;Con producto  Social;TIT;20231201;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.01;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Caja Ahorro Comun;;;M;Soltero/a;63;0;NO;117896;NO;I5;Monotributista;TIT;20240910;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;447.2;0,00;1,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;;;;M;Viudo/a;61;0;NO;5000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;Caja Ahorro Comun;;;M;Soltero/a;60;0;SI;304717;NO;I5;Monotributista;TIT;20241128;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1338435.89;0,00;0,00;2,00;0,00;0,00;1,00;7,00;25,00;5,00;16,00;;;;;;;;;;500000,00;;4435059,00;;;;;;;;;;;;;;;;;;;;;;;30280,00;;11958.5;;;;;;112.53;;;;7079.06;;623202,00;;;;232759.02;;;;;744922.07;;200000,00;;3200000,00;;;;;;311601,00;;;;;;;;;;;;
53;;;;M;Soltero/a;61;0;NO;5000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;Caja Ahorro Comun;;;M;Soltero/a;61;0;NO;5000;NO;I8;Publico General;TIT;20241121;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9683.91;0,00;0,00;1,00;0,00;0,00;3,00;17,00;7,00;10,00;3,00;;;5,00;;;;;;;118000,00;;750000,00;;;;;;;;;;;;;;;;70000,00;;;;;;;;;;;;;;;6.85;;;;252,00;;;;;;;;;;;72800,00;;714000,00;;;;;;;15000,00;;;;1200,00;;;;;;;;;
55;Caja Ahorro Comun;;;M;Soltero/a;60;0;NO;117896;NO;I5;Monotributista;TIT;20241128;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;181303.99;0,00;0,00;1,00;0,00;0,00;10,00;13,00;50,00;28,00;7,00;;1,00;;;;;;;;1072444,00;;2051360.52;;;;;;;;;;;;11800,00;;;;;;;;;;;;191000,00;4180.59;105000,00;;;;;8.57;;;;2469.21;;;;;;;;;;;627557.77;;330000,00;;;;;;;;;;;;;66032,00;;;;;;;
56;Acreditacion Admin Publica / Otra;;;M;Soltero/a;60;0;SI;1254120;PROPIA;I4;Sueldo;TIT;20241120;SUELDO ADM PUBL RESTO;SUELDO ADM PUBL RESTO;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;301560.87;0,00;0,00;5,00;0,00;0,00;;;4,00;9,00;1,00;;1,00;;;;;1382745.72;;;31554.81;;;;;;;;;;;;;;;;;;;;;;;;;;1159918,00;;;;;;;38.5;;;;;1350,00;;;;;;;;;;189961,00;;;;;;;;;;;;;;;;;;;;;;
57;;;;M;Soltero/a;61;0;NO;500;NO;I6;Con producto  Social;TIT;20200831;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0.11;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;Caja Ahorro Comun;;;M;Soltero/a;61;0;SI;5300;NO;I6;Con producto  Social;TIT;20241128;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;47766.7;0,00;0,00;2,00;0,00;0,00;1,00;3,00;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.48;;;;;;;;;;;148543,00;;;;;;98000,00;;;;;;;;;;;;;;;;;;;;
59;Fondo Desempleo;;;M;Soltero/a;61;0;NO;5000;NO;I8;Publico General;TIT;20170103;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8924.29;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;Caja Ahorro Comun;;;M;Soltero/a;61;0;SI;358816;NO;I5;Monotributista;TIT;20241130;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2858333.34;31285.79;0,00;1,00;4,00;0,00;0,00;10,00;9,00;;;1,00;;;;;;;;;;;;277650,00;;;;;;;;;;;;;;;;;;;;;;;;;;99700,00;;;;;0.21;;;;;;;;;;;;;;;;;364000,00;;;;;;;;;;;;;;;;;;;;
61;Cuenta de la Seguridad Social;;;M;Soltero/a;61;0;NO;5000;NO;I8;Publico General;TIT;20190523;SUELDO ADM PUBL RESTO;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20199.76;0,00;0,00;1,00;0,00;0,00;;;;;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;Caja Ahorro Comun;;;M;Soltero/a;60;0;NO;5000;NO;I8;Publico General;TIT;20210429;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;101.28;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;Caja Ahorro Comun;;;M;Soltero/a;60;0;SI;175252;NO;I5;Monotributista;TIT;20241129;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19843,00;0,00;0,00;2,00;0,00;0,00;9,00;1,00;36,00;5,00;1,00;;;;;;;;;;99300,00;;301100,00;;;;;;;;;;;;15100,00;;;;;;;;;;;;;;71721,00;;;;;3.88;;;;;;;;;;56433,00;;;;;183635.22;;15000,00;;;;;;;;;;;;;;;;;;;;
64;Acreditacion Admin Publica / Otra;Bancor Dolar;Adelanto de Haberes;M;Soltero/a;60;0;SI;3655548;PROPIA;I4;Sueldo;TIT;20241128;SUELDO ADM PUBL RESTO;SUELDO ADM PUBL RESTO;1;0,00;0,00;0,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;326851.29;0,00;1,00;6,00;0,00;0,00;5,00;6,00;35,00;4,00;13,00;;2,00;;;;;3805655.32;;;1058000,00;;839.97;;;;;;;;;;;;;;;;;765404.97;;;;;;;300000,00;2008.9;36700,00;;;;;45.26;;;;2150.02;;;;160960,00;;;;;160960,00;;840125.67;;160000,00;;701300,00;;;13189.8;;;;;;;;;;;;;;;
65;;;;M;Soltero/a;60;0;NO;5000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;Cuenta de la Seguridad Social;;;M;Soltero/a;60;0;SI;233054;PROPIA;I4;Sueldo;TIT;20241130;JUBILADOS ANSES;JUBILADOS ANSES;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;187.47;0,00;1,00;5,00;0,00;0,00;;1,00;2,00;;3,00;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.78;;;;1188.63;;;;;;80423.37;;;;;;;;;150000,00;;;;;;;5660.14;;;;236880.79;;;;;;;
67;Cuenta Sueldo;;;M;Soltero/a;59;0;NO;733494;PROPIA;I4;Sueldo;TIT;20241129;SUELDO PRIVADOS;SUELDO PRIVADOS;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;479523.02;0,00;1,00;4,00;0,00;0,00;;2,00;6,00;;3,00;;1,00;;;;;728951,00;;;;;;;;616.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.57;;;;129.43;;;;;;;;;;;581931.33;;100000,00;;;;;;;;;;;;;;;;;;;;
68;Acreditacion Admin Publica / Otra;;;M;Soltero/a;61;0;SI;831150;PROPIA;I4;Sueldo;TIT;20241129;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;252400.11;0,00;0,00;3,00;0,00;0,00;6,00;;14,00;16,00;1,00;;1,00;;;;;956191.39;;;924896.22;;430000,00;;;;;;;;;;;;;;;;;;;;;;;115279,00;106000,00;;238000,00;;;;;11,00;;;;;;;;;;311478,00;;;;;290797.88;;;;;;;;;;;;;;;;;;;;;;
69;Acreditacion Admin Publica / Otra;Bancor Dolar;;M;Casado/a;61;0;SI;663818;PROPIA;I4;Sueldo;TIT;20241128;SUELDO ADM PUBL RESTO;SUELDO ADM PUBL RESTO;1;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;595463.56;0,00;1,00;6,00;0,00;0,00;3,00;26,00;11,00;2,00;4,00;1,00;2,00;;;;;556819.61;;320000,00;;;100000,00;;;;;;;;;;;;;;;;;;;;;;;88020,00;270000,00;;8300,00;;;;;48.92;;;;;;;;;;;;;;;347809.79;;982000,00;;;;;6837,00;;;;;;;;711947.78;;;;;;;
70;;;;M;Soltero/a;61;0;NO;11741;NO;I8;Publico General;TIT;20191126;JUBILADOS ANSES;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;Caja Ahorro Comun;;;M;Soltero/a;61;0;SI;538224;NO;E2;Persona Humana con Calificacion Comercial;TIT;20241129;OTROS;RED;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;236668.3;0,00;0,00;2,00;0,00;0,00;173,00;;12,00;4,00;1,00;;;32,00;;;;;;;337000,00;;848242,00;;;;;;;;305474.48;;;;;;;;1726000,00;;10200,00;;;;;;;;452316,00;;;;;15.55;;;;;;;;;;;;;;2821929.97;;;;;;;;;;;;;;;;;;;;;;;
72;;;;M;Soltero/a;61;0;NO;117896;NO;I5;Monotributista;TIT;20231115;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0.01;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;;;;M;Soltero/a;61;0;NO;5000;NO;I6;Con producto  Social;TIT;20221215;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40.58;0,00;0,00;2,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;;;;M;Soltero/a;61;0;NO;5000;NO;I6;Con producto  Social;TIT;20200908;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0.19;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;;;;F;Soltero/a;62;0;NO;5000;NO;I6;Con producto  Social;TIT;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;Acreditacion Admin Publica / Otra;;;M;Soltero/a;61;0;NO;952632;PROPIA;I4;Sueldo;TIT;20241130;SUELDO ADM PUBL RESTO;SUELDO ADM PUBL RESTO;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;462746.01;0,00;0,00;4,00;0,00;0,00;;5,00;28,00;;3,00;;1,00;;;;;1217009.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.03;;;;2520,00;19368.96;;;;;264847.88;;;;;922730.46;280747.88;150000,00;;;;;;;40000,00;;12000,00;;;;;;;;;;;
77;Acreditacion Admin Publica / Otra;;;M;Soltero/a;60;0;SI;1133381;PROPIA;I4;Sueldo;TIT;20241129;SUELDO ADM PUBL RESTO;SUELDO ADM PUBL RESTO;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;917377.52;0,00;0,00;4,00;0,00;0,00;15,00;1,00;54,00;42,00;1,00;;1,00;;;;;1204110.58;;;605426,00;;374000,00;;;;18000,00;;;;;;;;;;;;;;;;;;;39540,00;507180,00;;90000,00;;13300,00;;;143.37;;;;;1198.32;;;;;57155.38;;;;;412025.98;;;;184326.89;;;;;;;;;;;;;;;;;;
78;Caja Ahorro Comun;;;M;Casado/a;61;0;SI;5000;NO;I8;Publico General;TIT;20241125;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;215740.4;0,00;0,00;2,00;0,00;0,00;5,00;;2,00;;1,00;;;;;;;;;;;;69400,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.35;;;;;;;;;;393627.09;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;Acreditacion Admin Publica / Otra;C.A. Dolar;;M;Casado/a;61;0;SI;2096901;PROPIA;I4;Sueldo;TIT;20241129;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;762560.48;0,00;0,00;5,00;0,00;0,00;1,00;18,00;19,00;19,00;4,00;1,00;1,00;;;;;3581206.49;4564.8;;1498529.33;;300,00;;;235.89;;;;;;;;;;;;;;;;;;;;75047,00;502250,00;;;;;;;8.26;;;;49.54;117200,00;;;;;266867.12;;;;;235646.7;;675000,00;;;;;;;48000,00;;;;;;;;;;;;;
80;Producto  Independiente;;;M;Soltero/a;58;0;NO;304717;NO;I5;Monotributista;TIT;20241122;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19689.89;0,00;0,00;1,00;0,00;0,00;20,00;;;14,00;1,00;;;2,00;;;;;;;400614.67;;297500,00;;;;;;;;;;;;;;;;30000,00;;;;;;;48990,00;550090,00;;275690,00;;;;;1.34;;;;;;;;;;;34000,00;;;;;;;;;;;;;;;;;;338500,00;;;;;;;;
81;;;;M;Soltero/a;55;0;NO;5000;NO;I8;Publico General;TIT;20231110;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.25;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;Acreditacion Admin Publica / Otra;;;M;Soltero/a;55;0;SI;628598;PROPIA;I4;Sueldo;TIT;20241130;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4889123.72;2016912.71;0,00;1,00;3,00;0,00;0,00;;13,00;11,00;13,00;4,00;4,00;2,00;;;;;1367820.92;;;;;;;;;;;;;;;353723,00;;;11546479.38;;;;;;;;;;;94300,00;;;;;;;38.86;;;;756,00;;;;;;;;;;;577302.3;;207000,00;;200000,00;;;;;10000,00;;;;3600,00;;;;;;;;;
